Date,Open,High,Low,Close,Volume,return_1d,return_5d,gap_return,sma_ratio_5,sma_ratio_10,sma_ratio_20,sma_cross_5_20,ema_ratio_12,macd,macd_signal,rsi_14,stoch_k_14,roc_10,range_pct,atr_14_pct,volatility_10,volatility_20,bb_width_20,volume_change,volume_ratio_20,obv_change_5,next_return,target_up
2021-02-02,325.48,328.87,325.31,327.68,33930840,0.01631412443396818,-0.002769408685595942,0.00949072638173809,0.020549267788290804,0.012088977842021897,0.02752086446213342,0.006831220102632818,0.01947437008223707,0.009978014271818172,0.009483885997867342,67.12245653663422,86.62613981762925,0.03561834328877089,0.010864257812500007,0.018246983119419614,0.017309221608617607,0.014905516388072889,0.07820179020942149,-0.04811674574517599,0.998195907792281,0.04239240126927805,-0.00396728515625,0
2021-02-03,329.82,330.195,326.32,326.38,24824520,-0.00396728515625,0.021757505556772916,0.00653076171875,0.012118881639336054,0.0072617405339678864,0.021119765228178267,0.008893109052825254,0.013025086186448709,0.010487867146911018,0.00971490234360776,65.43299983603366,80.0405268490375,0.008061278067764244,0.011872663766162143,0.018447690247126454,0.015969771442900304,0.014929243734722777,0.07779911654818812,-0.2683788553422196,0.7351662242973181,0.8397450013561271,0.01182670506771255,1
2021-02-04,327.82,330.33,326.46,330.24,22350950,0.01182670506771255,0.02776048798705344,0.0044120350511673845,0.01845455442613253,0.017955396637023613,0.029540363724788854,0.010884932715434559,0.021077696566700554,0.011543585044686503,0.009989797015978725,68.00784629518333,99.54430379746849,0.011888711851942624,0.011718750000000014,0.018292973075858223,0.016202490852120548,0.014559036162728944,0.07432558268741166,-0.09964220859053874,0.6931755073387109,0.34428718478677045,0.0033914728682171713,1
2021-02-05,331.22,332.4025,329.53,331.36,22731960,0.0033914728682171713,0.053407934893184184,0.002967538759689914,0.011428013283844685,0.019540997326227938,0.030401124435799787,0.01875873606699341,0.02068706495224859,0.01256314493605903,0.010477454111685042,68.73555205249875,94.6926307751052,0.01825333415278707,0.008668819410912609,0.017871693281368527,0.01614392929474291,0.013735370278646235,0.07764435147767167,0.017046702712860018,0.7134696844763277,3.22026396092807,0.006699661999034268,1
2021-02-08,333.1,333.74,331.41,333.58,20462810,0.006699661999034268,0.03461323739222122,0.005251086431675489,0.011314302345322824,0.02464706532823846,0.03496312567675308,0.023384246891976712,0.023192445930149352,0.013692058694698899,0.011064592431902083,70.18329550517323,99.23736892278347,0.01667123830422712,0.006984831224893531,0.017176753488133037,0.016083080053659753,0.01356189543387922,0.08384157526027455,-0.0998220127080991,0.6561433818228639,3.0028717369149165,-0.00020984471491092282,0
2021-02-09,332.62,334.81,332.61,333.51,17597480,-0.00020984471491092282,0.017791748046875,-0.0028778703759217983,0.007540466566368753,0.022886200804789425,0.03169066912491436,0.023969461634476996,0.01937420981067528,0.014472302988300413,0.011747992410040875,70.07311062829297,94.10430839002262,0.014973066739706109,0.006596503852957898,0.015867483091104546,0.016095342534574213,0.01299717553073766,0.08573219456148813,-0.14002622318244662,0.578428549760221,1.070862661543654,-0.002278792240112737,0
2021-02-10,334.99,335.46,329.5,332.75,28068700,-0.002278792240112737,0.019517127274955692,0.004437648046535347,0.0013903601694915668,0.01640295680860171,0.026350448941571347,0.02492543344221443,0.014390246277101948,0.014768297292739131,0.012373519290067544,68.8100038904955,88.06167400881066,0.041699276836865584,0.017911344853493553,0.016453257486315306,0.01252535215330836,0.013010968074758118,0.08477215133606696,0.5950408808533949,0.9244374095682056,0.8937685625369227,0.005499624342599541,1
2021-02-11,334.33,335.0,332.12,334.58,22046070,0.005499624342599541,0.013141957364340984,0.004748309541698026,0.004274273913722038,0.017870072344283283,0.02905263675899783,0.024672904094927173,0.016845105157931695,0.015161339225307158,0.012876941271494514,70.20279616050914,96.12334801762115,0.04126727250093354,0.008607806802558418,0.016604506289335002,0.012519559793906692,0.012994930851768689,0.08564048922261995,-0.2145674719527445,0.7271037740609537,0.8824806581224525,0.005589096778050084,1
2021-02-12,333.71,336.62,332.63,336.45,20346820,0.005589096778050084,0.015360936745533404,-0.002600274971606198,0.006810823104131503,0.016787802777316063,0.031299139587848135,0.02432265915479115,0.018996610372400413,0.015717790809557434,0.013387854813697215,71.59848233065054,99.28751047778704,0.0695892675483214,0.011859117253678136,0.015467698448081841,0.008874705885580116,0.012857450197610048,0.08476142869892492,-0.07707722963775399,0.6745683732913451,0.7919840680976039,-0.00270471095259317,0
2021-02-16,337.27,338.19,334.34,335.54,27080780,-0.00270471095259317,0.005875652017507171,0.0024372120671718456,0.0029112342557222615,0.010032901173063768,0.02479056144498104,0.021815816237710894,0.013707728356043836,0.015867815786567343,0.013912893793466363,69.88306930486523,89.5792371215101,0.04069226474784449,0.01147404184299941,0.015788515740086335,0.006590412221716662,0.012665441209327112,0.07725190470002301,0.33095884270859033,0.9099471444468404,-1.318139202022584,-0.004798235679799756,0
