,count,mean,std,min,25%,50%,75%,max
Open,1128.0,387.54184219858155,79.18945509940367,255.16,322.90000000000003,369.2675,452.26,570.76
High,1128.0,390.52358475177306,79.19201091233538,264.21,326.336575,371.2658,455.57624999999996,572.11
Low,1128.0,384.34778927304967,78.97750491694465,254.26,319.225,366.86249999999995,448.28115,566.87
Close,1128.0,387.63539007092197,79.13999756044494,260.1,323.53,369.355,451.815,568.14
Volume,1128.0,49886993.29787234,21142094.877831638,15333970.0,35190942.5,46453945.0,59334055.0,199448100.0
return_1d,1128.0,0.0006087577371678914,0.014620578474732485,-0.06210890693649318,-0.006963798585516073,0.0010554751231242054,0.00858348041016005,0.12003076479353947
return_5d,1128.0,0.0029957207563171386,0.030755535181721427,-0.11982229744023687,-0.014852949109930486,0.005377181458883107,0.02125795256039864,0.10077873383646585
gap_return,1128.0,0.0002623397776518039,0.008482503057357227,-0.05357103064066859,-0.003711878320945161,0.0006603807445157983,0.00437179196960924,0.04819231353486253
sma_ratio_5,1128.0,0.001057322108144889,0.01549167813116433,-0.0775828204792457,-0.007669154380644,0.002733927508812739,0.010864956939202197,0.06925858619233805
sma_ratio_10,1128.0,0.002356491879161995,0.02285824163916981,-0.10264194846884167,-0.01017623022934025,0.004990742125434933,0.017546871954929932,0.06212540930262689
sma_ratio_20,1128.0,0.005001765237844445,0.03327984080960798,-0.112228252462091,-0.01589367539601655,0.010270443679872066,0.027771077716522707,0.09745879072518471
sma_cross_5_20,1128.0,0.003838965630939947,0.025854636964739774,-0.07301878907715498,-0.012845251426871651,0.008141021803424575,0.021859792667923594,0.06777348756066681
ema_ratio_12,1128.0,0.0027102757957114636,0.021515159869568055,-0.09385628572091331,-0.00948054238610338,0.007089957476657638,0.016818693834754594,0.06507682946879156
macd,1128.0,0.0028289189965951356,0.014826781781296936,-0.04405681224900322,-0.006063537422114,0.006852803698575287,0.013884670953178174,0.0281862755357026
macd_signal,1128.0,0.0028181058494423177,0.013848546714241754,-0.040329733280804074,-0.005080796156687401,0.006544390115530112,0.013120874471840547,0.025853828377111348
rsi_14,1128.0,54.71916750101713,11.861818695808115,23.111674777059264,45.40917171080378,55.96180191028373,63.77760110186706,81.589856693049
stoch_k_14,1128.0,61.25532997283277,32.06345350475198,0.0,33.53688149820218,69.67614152381417,90.38195988936545,100.0
roc_10,1128.0,0.005879214704226786,0.04236946351104823,-0.15685161917885948,-0.019538501174247075,0.01163006667313038,0.035276728498139454,0.1469025992394004
range_pct,1128.0,0.016508238319233356,0.009664645190765713,0.0038194811138099046,0.010302957985715233,0.01418204852522671,0.020119621398613202,0.11244635193133043
atr_14_pct,1128.0,0.018388937209081763,0.007445943141855864,0.008276531438428136,0.012687777951433948,0.016179269686923854,0.022409906503380216,0.051566972428647294
volatility_10,1128.0,0.013261624973685143,0.0065642493179101265,0.003123974209579661,0.008772888430213645,0.011898664778815156,0.016094339753418733,0.051891103427099454
volatility_20,1128.0,0.013538308993729802,0.005877763069474935,0.004400234235316005,0.009357364031224363,0.012064653323639644,0.01676305729151163,0.03846225576783061
bb_width_20,1128.0,0.09355206182113539,0.04121017772973692,0.021465607989701447,0.06299446790563536,0.08286858873248609,0.12144243078366655,0.2065198048612776
volume_change,1128.0,0.040963816260071007,0.30655590653014436,-0.6699200340642963,-0.1724256817038908,-0.0120311823164021,0.19781826908068456,2.05719567869405
volume_ratio_20,1128.0,1.0101260028816064,0.32224715108397634,0.267938054529391,0.8066203425455933,0.9427729031131148,1.1637290205010402,3.0064031006201195
obv_change_5,1128.0,0.28080196355635534,2.2052421066778862,-5.0,-1.3560390910560713,0.4342561632824077,1.791267435817476,5.0
