Plant,Source column,Item family,Low/Medium boundary,Medium/High boundary
1,IRRADIATION,Irradiation,0.2425447946666666,0.5804646173333333
1,AMBIENT_TEMPERATURE,AmbientTemp,26.463971,29.603155533333332
1,MODULE_TEMPERATURE,ModuleTemp,33.14010199999999,47.0438902
1,AC_POWER_MEAN,ACPower,332.6404220727273,788.0426136318182
2,IRRADIATION,Irradiation,0.2093516330421455,0.6636021024444443
2,AMBIENT_TEMPERATURE,AmbientTemp,28.470787643678165,33.3483308
2,MODULE_TEMPERATURE,ModuleTemp,33.83771579310345,48.76937023984674
2,AC_POWER_MEAN,ACPower,264.2377344877345,658.7920915504249
