Cluster,SNR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30
0,10.59447433515559,0.5032996043109822,0.5019886963395082,0.5035058815044042,0.5102591618050785,0.5222133958194692,0.540622327943756,0.5618251512926953,0.5841900420697415,0.6035025201590782,0.6203720434068976,0.6325393326311257,0.637336994751341,0.6369090121672119,0.6297367476487298,0.6159997305554994,0.594648665097281,0.5662948369834696,0.535843494169337,0.5039514897753739,0.47336014334949195,0.44468950263888096,0.42006820194039274,0.3958999960624149,0.37542003832048776,0.35604447609276635,0.33892666562755713,0.32446701018725005,0.31140726058323487,0.29941626445148917,0.2876602697897196
1,13.712879408576569,0.13434306567612445,0.12948670267078086,0.12444076198401172,0.12090277800402499,0.11696927673411506,0.11595057089276856,0.11707175439940676,0.12316387159853487,0.13659423055653364,0.16155364896293134,0.2013011166584891,0.25538563528335123,0.3213763543664362,0.393700431083938,0.4666735491758862,0.5371014246760731,0.6036741073695526,0.6625974857126256,0.7125609175565275,0.7480164602462147,0.7666222792493649,0.7689195361782025,0.7564289370171932,0.7312166128742544,0.6994049588037756,0.6635303975576863,0.6247746858650736,0.5851162003685679,0.5497006099193869,0.5212821593399294
