Cluster,rows,mean_snr,mean_position,median_position,mean_reflectance,mean_loss,share_pct,dominant_held_out_class,dominant_class_share_pct
0,74436,10.594373854490948,0.056236364124885814,0.05,-0.03261830297168037,0.16236519963458543,62.54705566012369,3,21.39153097963351
1,44572,13.71241754312498,0.06578457327470161,0.07,-0.14507817912590865,0.2791611325495827,37.45294433987631,7,35.650183972000356
