Date,average_return,volatility,up_rate
2021,0.0009686570243371742,0.01116295131890325,0.5689655172413793
2022,-0.00139416924279419,0.020246762218411523,0.43824701195219123
2023,0.0017861560232701175,0.011254078302062728,0.564
2024,0.0009448951825949346,0.011341908179688267,0.5873015873015873
2025,0.0008865803685935085,0.01774366419558944,0.5845070422535211
