Date,average_return,volatility,up_rate
2016,0.00024517953800019885,0.007896995909102637,0.6037735849056604
2017,0.0011116621719683387,0.006509672478985761,0.6653386454183267
2018,6.571393381945359e-05,0.014450711166402966,0.5657370517928287
2019,0.0013258421572834062,0.0102026474490346,0.6865079365079365
2020,0.0017924216763820393,0.022445718602208953,0.6403162055335968
2021,0.001008663110178736,0.011480179034858169,0.6031746031746031
2022,-0.00139416924279419,0.020246762218411523,0.4541832669322709
2023,0.0017861560232701175,0.011254078302062728,0.636
2024,0.0005993049811709798,0.01169028602354385,0.6162790697674418
